Severity,Safety_Score,Days_Since_Inspection,Control_Metric,Turbulence_In_gforces,Cabin_Temperature,Accident_Type_Code,Max_Elevation,addition
Highly_Fatal_And_Damaging,56.43835616,11,55.97082954,0.456394519,83.23,7,46010.30875,6
Highly_Fatal_And_Damaging,40.73059361,16,55.87967183,0.317555716,79.73,2,41817.9806,9
Highly_Fatal_And_Damaging,31.18721461,12,67.8213309,0.399055896,76.13,4,21651.04946,9
Minor_Damage_And_Injuries,32.87671233,18,54.19325433,0.32368626,81.49,1,28475.16001,14
Significant_Damage_And_Serious_Injuries,32.37442922,15,76.02552416,0.307097728,76.75,6,40538.78082,15
Highly_Fatal_And_Damaging,35.93607306,11,62.57976299,0.426823657,81.21,2,12376.56137,5
Significant_Damage_And_Fatalities,29.7260274,12,55.92525068,0.487407862,78.16,1,24135.44337,15
Highly_Fatal_And_Damaging,31.59817352,12,61.94165907,0.321883159,82.12,3,27108.1286,5
Minor_Damage_And_Injuries,15.20547945,21,84.86782133,0.245071042,79.6,1,48513.29459,4
Minor_Damage_And_Injuries,32.87671233,19,55.69735643,0.368403173,79.21,5,35834.15333,11
Highly_Fatal_And_Damaging,45.52511416,15,49.68094804,0.434396682,79.34,5,14874.34557,3
Minor_Damage_And_Injuries,29.08675799,16,42.023701,0.456033898,81.47,3,36093.8087,8
Minor_Damage_And_Injuries,46.16438356,15,70.00911577,0.354699603,77.03,2,38183.18091,20
Significant_Damage_And_Serious_Injuries,41.82648402,12,64.3573382,0.220188244,79.17,5,30878.79854,10
Minor_Damage_And_Injuries,69.36073059,8,58.34092981,0.421053732,83.9,2,31288.34316,2
Significant_Damage_And_Serious_Injuries,38.03652968,13,92.11485871,0.185208078,77.86,3,42630.00168,0
Significant_Damage_And_Fatalities,46.89497717,17,69.91795807,0.292312297,82.66,7,47182.81461,7
Significant_Damage_And_Fatalities,58.85844749,14,58.61440292,0.413480707,80.2,3,11809.79506,5
Significant_Damage_And_Fatalities,70.50228311,11,40.15496809,0.461443202,76.05,7,26005.32299,7
Minor_Damage_And_Injuries,30.91324201,15,57.15587967,0.502553913,81.45,2,36109.01287,6
Significant_Damage_And_Serious_Injuries,41.59817352,19,55.97082954,0.717483592,81.06,6,46104.70299,12
Significant_Damage_And_Serious_Injuries,43.42465753,12,58.52324521,0.511208799,78.86,6,43319.38364,14
Minor_Damage_And_Injuries,59.9086758,11,79.58067457,0.292672917,77.99,2,17326.7709,20
Significant_Damage_And_Serious_Injuries,52.28310502,6,91.20328168,0.326571223,79.96,3,14552.73491,23
Significant_Damage_And_Fatalities,57.07762557,15,57.976299,0.62047674,77.34,5,31988.19599,19
Significant_Damage_And_Fatalities,14.47488584,17,52.82588879,0.407350162,77.53,2,34602.27754,1
Significant_Damage_And_Fatalities,82.23744292,7,59.02461258,0.362633249,83.72,3,36104.85699,4
Minor_Damage_And_Injuries,23.19634703,18,50.59252507,0.44485467,76.87,6,25797.67668,7
Significant_Damage_And_Serious_Injuries,32.37442922,15,52.91704649,0.416365669,77.35,3,20985.56407,3
Significant_Damage_And_Fatalities,32.14611872,12,49.63536919,0.470819329,77.9,1,38579.38594,3
Significant_Damage_And_Fatalities,32.69406393,12,41.43117593,0.598118283,80.78,3,45075.27812,1
Significant_Damage_And_Fatalities,56.71232877,15,59.6627165,0.423217454,79.37,7,33387.84831,15
Minor_Damage_And_Injuries,58.49315068,11,73.47310848,0.297360981,76.93,1,28185.91047,4
Significant_Damage_And_Serious_Injuries,30.91324201,16,76.52689152,0.386434187,79.81,3,23102.25768,2
Minor_Damage_And_Injuries,54.06392694,12,61.94165907,0.507241976,80.07,5,43914.07682,8
Significant_Damage_And_Serious_Injuries,37.99086758,13,77.02825889,0.294476019,81.25,3,22597.09595,2
Significant_Damage_And_Fatalities,58.76712329,14,65.13217867,0.293033538,78.95,1,39242.1985,2
Highly_Fatal_And_Damaging,17.35159817,16,69.55332726,0.224876307,80.92,1,32421.10812,7
Minor_Damage_And_Injuries,31.68949772,19,57.83956244,0.311425171,77.94,3,40114.36097,4
Significant_Damage_And_Serious_Injuries,51.36986301,17,55.97082954,0.462525063,77.4,7,31087.67392,7
Highly_Fatal_And_Damaging,29.7260274,13,84.22971741,0.301327804,77.11,4,27037.41641,5
Highly_Fatal_And_Damaging,30.50228311,12,64.17502279,0.5130119,77.56,4,35012.5426,0
Minor_Damage_And_Injuries,48.99543379,10,56.92798541,0.47190119,84.42,6,18675.63846,8
Significant_Damage_And_Serious_Injuries,34.74885845,15,68.00364631,0.367321313,79.01,7,55360.35692,10
Highly_Fatal_And_Damaging,43.65296804,9,73.47310848,0.311064551,80.71,3,33257.59519,8
Minor_Damage_And_Injuries,50.2739726,10,48.72379216,0.384991706,78.06,3,32121.25593,6
Minor_Damage_And_Injuries,61.64383562,10,83.54603464,0.237858637,79.83,2,44244.90346,3
Significant_Damage_And_Fatalities,66.11872146,12,60.16408387,0.306376488,78.36,7,30653.9244,10
Significant_Damage_And_Serious_Injuries,26.71232877,17,64.3573382,0.330538045,77.58,3,27480.06557,9
Minor_Damage_And_Injuries,36.34703196,14,52.41567912,0.456033898,78.47,7,33289.17764,3
Significant_Damage_And_Serious_Injuries,56.11872146,8,75.8887876,0.243989181,81.53,1,26632.01297,5
Significant_Damage_And_Fatalities,29.26940639,13,45.67000912,0.509405698,77.16,4,29502.76342,1
Highly_Fatal_And_Damaging,11.87214612,18,61.30355515,0.407350162,78.96,7,31647.88432,6
Significant_Damage_And_Serious_Injuries,34.47488584,14,72.01458523,0.179438154,79.86,3,29310.95524,18
Significant_Damage_And_Serious_Injuries,52.96803653,9,69.87237922,0.475146772,79,3,27563.66577,12
Highly_Fatal_And_Damaging,33.78995434,11,72.88058341,0.33666859,82.21,4,27780.21019,9
Minor_Damage_And_Injuries,48.90410959,14,37.64813127,0.605691309,86.59,5,41873.48841,9
Highly_Fatal_And_Damaging,25.98173516,14,60.34639927,0.281493689,76.4,4,43870.35704,6
Highly_Fatal_And_Damaging,31.36986301,12,67.7301732,0.39040101,79.08,5,29273.78101,15
Significant_Damage_And_Serious_Injuries,68.67579909,11,52.55241568,0.590184638,82.13,6,38340.91776,7
Significant_Damage_And_Serious_Injuries,46.21004566,11,62.7620784,0.280051208,79.15,4,21402.76011,3
Significant_Damage_And_Serious_Injuries,48.72146119,10,61.21239745,0.639950234,76.79,3,10393.05475,2
Minor_Damage_And_Injuries,35.89041096,14,56.06198724,0.345323476,79.97,3,32121.25593,7
Significant_Damage_And_Serious_Injuries,33.65296804,15,69.55332726,0.230646232,77.1,3,24386.64992,7
Significant_Damage_And_Fatalities,49.45205479,17,86.23518687,0.333783628,79.81,7,28356.8132,6
Minor_Damage_And_Injuries,30.59360731,19,64.31175934,0.438363505,78.63,5,30685.69822,4
Highly_Fatal_And_Damaging,18.76712329,16,74.15679125,0.238940498,80.78,1,35006.64787,5
Significant_Damage_And_Fatalities,72.78538813,10,59.16134913,0.312507032,78.97,7,28183.32313,4
Minor_Damage_And_Injuries,76.66666667,6,74.33910665,0.274281284,75.94,1,33959.19162,24
Minor_Damage_And_Injuries,42.42009132,12,53.60072926,0.524191129,83.73,3,34305.08534,17
Significant_Damage_And_Serious_Injuries,40.68493151,13,75.47857794,0.39112225,77.65,6,49461.7986,8
Highly_Fatal_And_Damaging,49.7260274,7,78.07657247,0.281133069,79.01,4,41279.15695,2
Highly_Fatal_And_Damaging,50.3196347,6,78.07657247,0.241104219,77.85,5,28684.06764,2
Significant_Damage_And_Fatalities,69.9543379,11,64.26618049,0.319358817,81.85,6,28153.68356,3
Significant_Damage_And_Fatalities,27.39726027,13,51.04831358,0.581529751,81.44,1,41465.64764,9
Minor_Damage_And_Injuries,67.30593607,12,72.74384686,0.390040389,78.56,5,42842.03827,6
Minor_Damage_And_Injuries,51.23287671,13,57.38377393,0.303852146,77.2,2,37713.77228,4
Significant_Damage_And_Fatalities,41.68949772,19,72.88058341,0.259135233,80.06,7,33425.22558,10
Minor_Damage_And_Injuries,31.55251142,19,76.80036463,0.380303642,82.82,4,30719.49911,13
Significant_Damage_And_Fatalities,73.51598174,10,57.52051048,0.356863325,83.72,7,39189.47804,22
Significant_Damage_And_Serious_Injuries,50.4109589,10,73.06289881,0.272117562,82.58,6,39280.63845,3
Highly_Fatal_And_Damaging,28.94977169,13,62.26071103,0.443772809,82.72,4,24892.55613,6
Significant_Damage_And_Serious_Injuries,27.12328767,17,57.29261623,0.438724125,83.58,7,23842.43249,2
Minor_Damage_And_Injuries,63.10502283,6,52.64357338,0.284739272,77.16,2,31487.55674,11
Minor_Damage_And_Injuries,61.64383562,10,70.32816773,0.325849982,76.45,5,34292.35232,7
Significant_Damage_And_Fatalities,36.02739726,11,46.03463993,0.60677317,86.47,4,33871.58628,6
Highly_Fatal_And_Damaging,22.32876712,15,81.76845943,0.355060224,89.19,4,47592.31664,16
Highly_Fatal_And_Damaging,44.52054795,8,62.26071103,0.332701767,77.13,4,58297.48027,10
Highly_Fatal_And_Damaging,47.48858447,14,49.81768459,0.346405337,78.32,2,36091.55277,10
Significant_Damage_And_Serious_Injuries,54.24657534,5,55.65177758,0.604970069,81.79,3,27569.72084,5
Significant_Damage_And_Serious_Injuries,43.28767123,12,70.14585232,0.410956365,78.31,3,33346.97171,11
Minor_Damage_And_Injuries,30.82191781,16,57.01914312,0.53897656,80.92,5,43914.07682,17
Highly_Fatal_And_Damaging,30.59360731,12,68.64175023,0.413480707,79.7,6,40657.7634,3
Significant_Damage_And_Serious_Injuries,66.57534247,8,37.28350046,0.680339704,84.9,1,31618.56842,4
Highly_Fatal_And_Damaging,39.26940639,10,75.93436645,0.293394158,79.81,4,35683.77174,8
Highly_Fatal_And_Damaging,56.57534247,11,70.19143118,0.4044652,80.42,2,41708.64183,17
Highly_Fatal_And_Damaging,25.11415525,14,65.58796718,0.391843491,77.68,4,36305.793,12
Significant_Damage_And_Serious_Injuries,43.42465753,12,57.52051048,0.465770646,84.42,6,45002.00793,5
Minor_Damage_And_Injuries,71.68949772,4,56.24430264,0.356863325,81.62,2,37411.15314,22
Minor_Damage_And_Injuries,44.01826484,15,67.68459435,0.262741435,76.93,2,20061.5449,5
Highly_Fatal_And_Damaging,44.88584475,8,58.52324521,0.468655608,82.8,4,25050.0245,2
Significant_Damage_And_Fatalities,40.63926941,9,41.02096627,0.543304003,80.15,1,34325.61508,6
Minor_Damage_And_Injuries,38.63013699,13,56.15314494,0.372369996,80.77,3,21268.83955,1
Minor_Damage_And_Injuries,62.46575342,10,73.65542388,0.335947349,80.42,2,37297.0932,19
Highly_Fatal_And_Damaging,49.5890411,7,75.84320875,0.368763794,79.3,3,34132.24122,5
Significant_Damage_And_Fatalities,10.86757991,18,44.02917046,0.432232961,81.14,2,27376.17224,4
Significant_Damage_And_Fatalities,24.79452055,14,55.78851413,0.30926145,81.78,4,37014.21695,2
Significant_Damage_And_Serious_Injuries,26.57534247,17,82.08751139,0.221630725,79.83,2,42639.23444,10
Significant_Damage_And_Serious_Injuries,26.11872146,17,70.55606199,0.293394158,79.75,7,47749.65422,15
Highly_Fatal_And_Damaging,63.65296804,10,54.28441203,0.457476379,79.1,2,11806.55067,3
Minor_Damage_And_Injuries,55.93607306,12,88.60528715,0.151670393,82.45,2,12091.87438,3
Minor_Damage_And_Injuries,57.71689498,11,77.07383774,0.240022358,81.53,1,25956.9935,1
Significant_Damage_And_Serious_Injuries,44.06392694,12,66.77301732,0.246513523,82.53,1,23291.3274,5
Highly_Fatal_And_Damaging,32.60273973,12,67.45670009,0.276084385,87.51,4,26813.18457,23
Significant_Damage_And_Serious_Injuries,63.15068493,6,48.13126709,0.560613776,78.31,6,32768.27946,8
Significant_Damage_And_Serious_Injuries,40.86757991,13,64.22060164,0.331259286,78.71,2,39030.56545,2
Significant_Damage_And_Serious_Injuries,56.30136986,8,80.85688241,0.232449333,77.08,3,28890.15257,3
Highly_Fatal_And_Damaging,37.21461187,10,60.39197812,0.343159755,75.21,4,30231.99932,6
Significant_Damage_And_Serious_Injuries,26.34703196,17,62.89881495,0.492095925,83.1,3,19618.54857,17
Significant_Damage_And_Fatalities,21.96347032,15,49.08842297,0.582250992,82.27,4,32372.42226,5
Highly_Fatal_And_Damaging,57.07762557,11,51.04831358,0.581529751,79.75,3,10571.27058,25
Significant_Damage_And_Serious_Injuries,40.4109589,20,42.79854148,0.432232961,79.56,6,8706.412078,4
Significant_Damage_And_Serious_Injuries,58.44748858,4,74.43026436,0.468655608,75.96,2,33309.94,10
Highly_Fatal_And_Damaging,44.56621005,15,48.22242479,0.660144969,79.06,1,38365.13105,8
Highly_Fatal_And_Damaging,14.52054795,17,63.67365542,0.556286332,80.02,4,44977.61376,11
Significant_Damage_And_Serious_Injuries,48.35616438,11,79.85414768,0.358305806,88.47,6,831.6955534,2
Highly_Fatal_And_Damaging,15.84474886,17,88.05834093,0.279329968,78.23,1,38564.12923,5
Minor_Damage_And_Injuries,47.99086758,11,56.15314494,0.556646953,87.34,6,44189.17829,2
Significant_Damage_And_Serious_Injuries,42.69406393,12,76.07110301,0.305294627,81.27,5,24377.04536,7
Minor_Damage_And_Injuries,38.44748858,17,59.29808569,0.439084746,79.56,2,32230.50007,3
Highly_Fatal_And_Damaging,4.657534247,20,65.31449407,0.312507032,83.73,4,25287.04579,3
Significant_Damage_And_Fatalities,11.32420091,18,56.10756609,0.338111071,79.71,4,47245.23447,7
Highly_Fatal_And_Damaging,54.70319635,12,40.29170465,0.590905878,79.35,2,44821.40067,5
Significant_Damage_And_Serious_Injuries,62.28310502,13,54.7857794,0.476589254,75.9,7,48071.56323,8
Significant_Damage_And_Fatalities,65.29680365,13,70.41932543,0.394007212,78.51,2,9065.404171,18
Significant_Damage_And_Fatalities,43.24200913,19,72.88058341,0.351814641,83.08,7,18487.78718,14
Significant_Damage_And_Fatalities,78.67579909,9,63.26344576,0.49894771,77.62,3,23340.34701,8
Significant_Damage_And_Serious_Injuries,47.57990868,11,70.19143118,0.391482871,79.77,6,26277.03513,12
Highly_Fatal_And_Damaging,46.11872146,8,67.41112124,0.219827624,77.13,1,33848.16112,9
Significant_Damage_And_Serious_Injuries,32.05479452,15,62.07839562,0.344962856,81,2,48525.86034,5
Significant_Damage_And_Fatalities,82.78538813,7,82.1786691,0.199272268,84.83,6,42820.72134,23
Significant_Damage_And_Serious_Injuries,52.42009132,16,53.73746582,0.491374684,76.79,7,26534.35538,7
Significant_Damage_And_Serious_Injuries,20.86757991,19,77.34731085,0.344602236,76.75,1,19621.87595,4
Highly_Fatal_And_Damaging,59.6803653,14,54.83135825,0.607855031,76.19,2,40421.43339,12
Highly_Fatal_And_Damaging,19.22374429,16,75.47857794,0.238219257,79.8,1,26701.6895,8
Significant_Damage_And_Serious_Injuries,45.20547945,11,72.24247949,0.493899026,77.59,6,43188.4587,17
Significant_Damage_And_Fatalities,76.84931507,9,63.53691887,0.321883159,82.14,5,26727.9541,16
Significant_Damage_And_Fatalities,56.66666667,15,57.52051048,0.372009376,82,7,18487.78718,16
Significant_Damage_And_Serious_Injuries,48.81278539,10,68.32269827,0.162849621,79.08,3,25093.12607,10
Minor_Damage_And_Injuries,60.3652968,10,57.65724704,0.399055896,78.11,2,28929.74467,2
Minor_Damage_And_Injuries,22.92237443,23,67.95806746,0.386073567,79.58,4,12598.36415,4
Significant_Damage_And_Serious_Injuries,52.92237443,9,73.33637192,0.434396682,85.72,4,26335.2238,5
Significant_Damage_And_Fatalities,23.10502283,14,54.28441203,0.416005049,77.9,4,28798.04809,17
Minor_Damage_And_Injuries,34.84018265,14,51.41294439,0.303130905,82.3,3,22539.71669,6
Highly_Fatal_And_Damaging,41.14155251,9,72.37921604,0.4311511,81.44,4,35683.71709,8
Minor_Damage_And_Injuries,45.47945205,15,66.86417502,0.263823296,79.47,2,51474.87118,8
Significant_Damage_And_Fatalities,32.37442922,12,47.17411121,0.721450415,83.58,4,43803.43611,24
Highly_Fatal_And_Damaging,27.85388128,13,67.27438469,0.327292463,79.06,4,35500.56303,6
Significant_Damage_And_Serious_Injuries,37.53424658,14,63.67365542,0.320440678,78.09,4,24523.42154,6
Minor_Damage_And_Injuries,33.01369863,18,74.93163172,0.222351965,77.47,7,28852.46558,4
Minor_Damage_And_Injuries,37.76255708,14,54.46672744,0.372009376,82.99,2,26172.17823,7
Highly_Fatal_And_Damaging,27.85388128,13,67.27438469,0.304212766,76.33,4,34218.50192,6
Minor_Damage_And_Injuries,69.36073059,8,76.48131267,0.474425532,86.58,2,40898.70672,3
Minor_Damage_And_Injuries,47.03196347,14,65.08659982,0.321883159,78.82,5,36656.54735,7
Significant_Damage_And_Fatalities,56.07305936,15,86.9644485,0.289066715,80.65,7,38986.28694,2
Significant_Damage_And_Serious_Injuries,63.69863014,6,58.84229717,0.492456545,79.39,2,26033.54538,2
Significant_Damage_And_Fatalities,51.55251142,17,59.79945305,0.474786152,78.87,7,31108.87857,11
Significant_Damage_And_Fatalities,63.92694064,13,56.15314494,0.345323476,77.2,7,42105.72256,3
Minor_Damage_And_Injuries,29.8173516,16,47.17411121,0.491014064,81.45,1,19507.22393,10
Highly_Fatal_And_Damaging,49.36073059,7,70.00911577,0.251562207,81.1,4,21376.9967,11
Significant_Damage_And_Serious_Injuries,54.84018265,8,63.90154968,0.394007212,79.59,7,45751.98341,43
Significant_Damage_And_Serious_Injuries,57.53424658,8,80.62898815,0.232449333,78.72,1,29451.42975,2
Minor_Damage_And_Injuries,43.37899543,12,41.43117593,0.725417238,79.14,2,35589.59362,8
Significant_Damage_And_Fatalities,35.06849315,11,56.79124886,0.529600433,80.92,1,31787.11525,9
Significant_Damage_And_Fatalities,32.92237443,12,50.86599818,0.502553913,78.16,4,27296.49509,2
Highly_Fatal_And_Damaging,29.40639269,13,52.32452142,0.280411828,77.92,4,18799.48957,9
Significant_Damage_And_Fatalities,70.4109589,11,68.64175023,0.40482582,79.61,7,22248.33504,3
Minor_Damage_And_Injuries,38.44748858,17,67.36554239,0.324768121,78.18,6,42630.26185,23
Significant_Damage_And_Serious_Injuries,41.18721461,13,94.07474932,0.261659574,83.65,5,39455.08099,5
Highly_Fatal_And_Damaging,9.360730594,19,58.56882407,0.478392355,77.51,3,34198.75696,12
Minor_Damage_And_Injuries,34.01826484,15,21.14858706,0.804753696,77.64,3,44182.83316,3
Highly_Fatal_And_Damaging,20.456621,15,65.90701914,0.588020916,79.58,4,22183.25721,4
Significant_Damage_And_Fatalities,40.54794521,20,50.36463081,0.438002885,78.09,2,35845.56311,2
Highly_Fatal_And_Damaging,43.33333333,15,49.81768459,0.408432023,82.66,2,36091.55277,7
Minor_Damage_And_Injuries,42.10045662,16,77.43846855,0.352535882,86.43,2,37806.18417,29
Minor_Damage_And_Injuries,43.78995434,15,88.46855059,0.217663902,75.68,6,33027.73959,5
Significant_Damage_And_Fatalities,63.88127854,13,62.35186873,0.402662099,85.42,7,29247.49081,4
Significant_Damage_And_Serious_Injuries,54.52054795,8,55.65177758,0.503635774,75.67,2,35000.86211,7
Significant_Damage_And_Fatalities,44.56621005,8,49.63536919,0.33666859,80.4,7,40130.08667,9
Highly_Fatal_And_Damaging,32.92237443,11,71.78669098,0.339914172,79.14,4,45031.08404,2
Highly_Fatal_And_Damaging,4.292237443,21,73.10847767,0.267068878,84.78,1,24287.31335,0
Minor_Damage_And_Injuries,54.52054795,9,34.91340018,0.611100613,79.17,3,24626.23299,3
Minor_Damage_And_Injuries,39.7260274,17,80.62898815,0.231006852,78.47,6,21267.70437,19
Highly_Fatal_And_Damaging,47.99086758,14,47.72105743,0.634901551,78.37,1,41504.7739,3
Highly_Fatal_And_Damaging,6.98630137,19,69.64448496,0.199632889,79.07,6,38288.40401,8
Significant_Damage_And_Serious_Injuries,50.77625571,10,62.26071103,0.52527299,83.73,3,25800.58899,21
Significant_Damage_And_Serious_Injuries,31.18721461,15,79.85414768,0.22884313,78.46,3,30009.46308,2
Highly_Fatal_And_Damaging,17.57990868,16,65.58796718,0.28257555,78,4,23004.89479,12
Highly_Fatal_And_Damaging,22.92237443,15,59.38924339,0.391482871,83.41,1,26365.38632,2
Minor_Damage_And_Injuries,64.56621005,9,73.65542388,0.39112225,79.26,2,38977.28414,12
Minor_Damage_And_Injuries,43.92694064,15,79.21604376,0.218385142,76.41,5,15282.22481,1
Significant_Damage_And_Serious_Injuries,36.30136986,14,64.49407475,0.302409665,78.63,3,34827.81947,3
Minor_Damage_And_Injuries,49.08675799,14,72.15132179,0.380303642,78.62,6,30270.45316,6
Significant_Damage_And_Serious_Injuries,39.17808219,13,74.15679125,0.328734944,78.59,3,37415.3741,4
Significant_Damage_And_Serious_Injuries,51.05022831,10,69.09753874,0.315752614,82.14,1,33523.70234,6
Significant_Damage_And_Fatalities,46.62100457,18,64.22060164,0.488850343,83.01,7,13790.87447,6
Significant_Damage_And_Serious_Injuries,69.543379,8,45.89790337,0.785640822,79.66,7,35730.45109,39
Minor_Damage_And_Injuries,39.6347032,17,76.89152233,0.425020555,80.43,2,39903.49673,20
Highly_Fatal_And_Damaging,29.7260274,13,52.32452142,0.304573386,77.39,4,29232.82186,9
Minor_Damage_And_Injuries,52.37442922,13,68.14038286,0.280411828,84.29,5,38523.05864,3
Significant_Damage_And_Fatalities,28.90410959,13,48.72379216,0.520945546,81.44,3,38814.6941,3
Highly_Fatal_And_Damaging,41.09589041,16,53.69188696,0.619394879,79.61,2,29498.43012,9
Minor_Damage_And_Injuries,39.45205479,13,53.0993619,0.2692326,77.92,3,26685.29636,1
Minor_Damage_And_Injuries,41.32420091,16,71.55879672,0.333423008,76.96,6,21154.85773,11
Highly_Fatal_And_Damaging,35.34246575,11,67.18322698,0.463967544,80.75,4,21270.90865,7
Significant_Damage_And_Serious_Injuries,60.1826484,14,39.88149499,0.459279481,77.62,4,34947.39628,11
Significant_Damage_And_Serious_Injuries,34.84018265,14,58.75113947,0.445936531,83.64,6,29784.74647,11
Minor_Damage_And_Injuries,62.00913242,10,66.49954421,0.386794807,80.72,5,30752.6338,6
Minor_Damage_And_Injuries,31.68949772,15,53.64630811,0.388597908,81.68,5,23999.4411,14
Highly_Fatal_And_Damaging,39.8173516,9,75.38742024,0.375254959,80.21,5,25934.11849,1
Minor_Damage_And_Injuries,48.85844749,14,68.77848678,0.274641904,77.01,7,39093.61789,2
Significant_Damage_And_Serious_Injuries,31.50684932,16,66.27164995,0.41744753,82.33,1,32337.3177,5
Highly_Fatal_And_Damaging,31.96347032,12,73.51868733,0.388958529,76.35,1,41633.65396,4
Significant_Damage_And_Serious_Injuries,62.00913242,13,56.83682771,0.572514245,82.64,7,27646.14645,3
Significant_Damage_And_Serious_Injuries,51.64383562,9,88.92433911,0.276805626,77.53,4,29664.81179,5
Highly_Fatal_And_Damaging,40.77625571,16,54.74020055,0.467213127,81.89,7,28284.38506,7
Significant_Damage_And_Fatalities,60.54794521,14,80.5834093,0.293394158,77.41,7,48820.27336,13
Highly_Fatal_And_Damaging,20.2739726,15,65.99817685,0.55340137,80.44,4,22183.25721,4
Highly_Fatal_And_Damaging,44.84018265,8,70.9206928,0.352535882,78.04,3,23340.34701,3
Significant_Damage_And_Fatalities,24.79452055,14,40.29170465,0.72794158,82.49,1,48855.48982,8
Highly_Fatal_And_Damaging,29.22374429,13,69.87237922,0.224876307,86.43,4,11328.56848,4
Highly_Fatal_And_Damaging,33.92694064,11,69.09753874,0.462525063,82.73,4,35214.81917,9
Highly_Fatal_And_Damaging,9.589041096,18,85.5515041,0.211893978,76.96,1,31250.15837,19
Minor_Damage_And_Injuries,26.34703196,17,49.58979034,0.439445366,77.95,1,40347.88666,3
Significant_Damage_And_Fatalities,89.08675799,5,63.90154968,0.339914172,77.98,7,41242.37247,10
Significant_Damage_And_Fatalities,30.3196347,12,48.90610757,0.514093761,78.63,1,31195.58135,4
Significant_Damage_And_Serious_Injuries,56.75799087,8,65.08659982,0.43151172,80.72,3,27093.54456,3
Significant_Damage_And_Serious_Injuries,53.10502283,13,55.56061987,0.491374684,78.83,3,16039.40439,2
Minor_Damage_And_Injuries,51.91780822,13,78.94257065,0.343159755,80.26,2,37142.30568,8
Highly_Fatal_And_Damaging,26.30136986,14,89.10665451,0.275002524,79.71,2,28568.16252,4
Significant_Damage_And_Fatalities,40.82191781,9,49.45305378,0.515536242,77.9,1,39565.83448,21
Highly_Fatal_And_Damaging,19.49771689,16,71.64995442,0.388958529,80.4,4,20106.73039,7
Significant_Damage_And_Serious_Injuries,47.53424658,11,66.40838651,0.395449693,81.69,3,39675.1875,7
Highly_Fatal_And_Damaging,58.31050228,11,50,0.752463758,76.01,2,35070.33319,2
Minor_Damage_And_Injuries,52.37442922,13,61.94165907,0.381746123,78.67,2,47251.58278,6
Significant_Damage_And_Fatalities,59.45205479,14,85.59708295,0.346405337,77.08,7,34472.0838,17
Significant_Damage_And_Serious_Injuries,45.15981735,11,71.42206016,0.450624594,79.53,6,43188.4587,7
Minor_Damage_And_Injuries,55.43378995,12,64.67639015,0.425020555,81.12,1,33346.17487,10
Significant_Damage_And_Serious_Injuries,22.37442922,18,59.02461258,0.335586729,75.59,2,32314.57738,5
Highly_Fatal_And_Damaging,35.43378995,11,60.02734731,0.527797331,74.82,2,46273.24001,35
Significant_Damage_And_Fatalities,17.48858447,16,45.80674567,0.514093761,81.05,4,36240.43788,3
Minor_Damage_And_Injuries,68.12785388,8,75.29626253,0.288345474,83.1,6,38792.57767,5
Highly_Fatal_And_Damaging,36.98630137,10,65.08659982,0.441969708,81.45,4,41695.97518,10
Minor_Damage_And_Injuries,71.68949772,7,60.84776664,0.328374324,78.17,2,28929.74467,2
Highly_Fatal_And_Damaging,28.94977169,13,78.66909754,0.243989181,82.38,4,46445.7091,5
Significant_Damage_And_Fatalities,25.57077626,14,48.58705561,0.850913091,82.99,1,22888.0825,3
Significant_Damage_And_Fatalities,46.66666667,18,69.64448496,0.33702921,79.01,3,34758.93444,1
Significant_Damage_And_Fatalities,41.68949772,19,82.86235187,0.436199784,76.69,2,28473.78615,14
Significant_Damage_And_Fatalities,56.11872146,15,76.07110301,0.387876668,77.25,7,37351.50747,0
Significant_Damage_And_Fatalities,72.92237443,10,67.45670009,0.427905517,76.13,7,28091.64011,11
Significant_Damage_And_Fatalities,22.73972603,15,47.21969006,0.610739993,79.46,1,42565.85071,6
Significant_Damage_And_Serious_Injuries,36.57534247,14,79.21604376,0.254086549,83.41,5,31398.41154,10
Significant_Damage_And_Fatalities,34.88584475,11,43.07201459,0.518421204,82.7,1,34595.36334,7
Highly_Fatal_And_Damaging,36.62100457,10,76.57247037,0.374533718,81.01,3,31239.85379,12
Highly_Fatal_And_Damaging,37.21461187,10,57.83956244,0.2959185,82.31,7,44502.49662,5
Significant_Damage_And_Serious_Injuries,80.3196347,8,53.00820419,0.481998558,78.33,7,39867.474,23
Minor_Damage_And_Injuries,36.43835616,17,74.88605287,0.326571223,80.14,5,48535.65619,4
Significant_Damage_And_Serious_Injuries,79.17808219,8,54.05651778,0.436199784,85.02,7,30637.07084,34
Significant_Damage_And_Serious_Injuries,32.87671233,15,78.53236098,0.39112225,78.31,6,40714.30676,10
Minor_Damage_And_Injuries,61.32420091,10,65.36007293,0.503635774,82.67,2,35580.6487,2
Highly_Fatal_And_Damaging,19.9086758,16,65.90701914,0.236776776,83.17,4,27607.90091,6
Significant_Damage_And_Fatalities,63.97260274,13,56.15314494,0.537534079,82.64,7,20265.04262,1
Significant_Damage_And_Serious_Injuries,18.90410959,19,66.49954421,0.380303642,79.59,3,33896.02326,16
Highly_Fatal_And_Damaging,27.89954338,13,65.95259799,0.422856834,78.63,5,21403.66992,4
Highly_Fatal_And_Damaging,58.08219178,11,53.78304467,0.457476379,84.52,2,35695.81182,4
Minor_Damage_And_Injuries,36.07305936,17,72.78942571,0.219106383,76.8,7,50476.52682,4
